timestamp_unix,nll,alert
1787863927.823607,0.064364,0
1787863928.837875,0.583871,0
1787863929.841954,0.027860,0
1787863930.857554,0.016521,0
1787863931.891316,0.214427,0
1787863932.867908,0.846999,0
1787863933.786020,0.045086,0
1787863934.856311,0.018662,0
1787863935.877742,0.257723,0
1787863936.939044,0.032415,0
1787863937.900496,0.140923,0
1787863938.887982,0.693174,0
1787863939.954211,0.462958,0
1787863940.879512,0.953993,0
1787863941.875727,0.165672,0
1787863942.923597,0.016342,0
1787863943.966230,0.033059,0
1787863944.990772,0.016342,0
1787863945.979064,0.045086,0
1787863946.850545,0.018662,0
1787863948.021883,9.600917,1
1787863949.023677,5.886512,1
1787863950.012450,0.008554,0
1787863950.986511,0.679377,0
1787863951.887415,8.460311,1
1787863952.930084,10.285964,1
1787863953.993983,0.008554,0
1787863954.937968,7.638925,1
1787863956.006908,10.198714,1
1787863957.075324,7.573594,1
1787863958.056650,0.008554,0
1787863959.052603,7.113938,1
1787863960.096627,5.763228,1
1787863961.105582,12.111470,1
1787863962.078535,0.044986,0
1787863963.096809,11.952638,1
1787863964.116116,0.016342,0
1787863965.091626,0.016581,0
1787863966.100332,0.016581,0
1787863967.129670,10.447739,1
1787863968.090826,10.307837,1
1787863969.157233,0.021006,0
1787863970.153979,0.781349,0
1787863971.156297,0.018617,0
1787863972.163996,0.019449,0
1787863973.141362,0.016342,0
1787863974.142139,0.008554,0
1787863975.185154,0.019101,0
1787863976.157727,10.447739,1
1787863977.171628,0.211009,0
1787863977.935567,0.064364,0
1787863978.933798,0.448766,0
1787863979.935276,3.886294,1
1787863980.935802,6.504300,1
1787863981.937357,9.807149,1
1787863982.938785,10.183208,1
1787863983.940209,10.186645,1
1787863984.941354,10.245311,1
1787863985.942316,10.248906,1
1787863986.943572,10.248714,1
1787863987.944897,10.227407,1
1787863988.946291,10.217781,1
1787863989.947551,10.103624,1
1787863990.948881,10.054812,1
1787863991.950201,10.010594,1
1787863992.951509,10.163877,1
1787863993.952454,10.111611,1
1787863994.953544,10.200067,1
1787863995.954580,10.200067,1
1787863996.955474,10.200067,1
1787863997.956470,10.200067,1
1787863998.957449,10.200067,1
1787863999.958580,10.200067,1
1787864000.959612,10.200067,1
1787864001.960560,10.200067,1
1787864002.961933,10.200067,1
1787864003.963088,10.200067,1
1787864004.964177,10.200067,1
1787864005.965094,10.200067,1
1787864006.966204,10.200067,1
1787864007.967125,10.200067,1
1787864008.968109,10.200067,1
1787864009.969308,10.200067,1
1787864010.970119,10.200067,1
1787864011.971359,10.200067,1
1787864012.972666,10.200067,1
1787864013.973469,10.200067,1
1787864014.974571,10.200067,1
1787864015.975570,10.200067,1
1787864016.977051,10.200067,1
1787864017.978362,10.200067,1
1787864018.979798,10.200067,1
1787864019.981143,10.200067,1
1787864020.982160,10.200067,1
1787864021.983198,10.200067,1
1787864022.984159,10.200067,1
1787864024.485561,10.200067,1
1787864025.486863,10.200067,1
1787864026.488194,10.200067,1
1787864027.489193,10.200067,1
1787864028.490165,10.200067,1
1787864029.491445,10.200067,1
1787864030.492857,10.200067,1
1787864031.494210,10.200067,1
1787864032.495608,10.200067,1
1787864033.496469,10.200067,1
1787864034.497580,10.200067,1
1787864035.498661,10.200067,1
1787864036.500064,10.200067,1
1787864037.501391,10.200067,1
